fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
6.8,0.37,0.47,11.2,0.071,44.0,5
7.6,0.16,0.44,1.4,0.043,25.0,6
7.1,0.18,0.42,1.4,0.045,47.0,6
8.3,0.14,0.26,1.5,0.049,56.0,6
8.6,0.2,0.42,1.5,0.040999999999999995,35.0,7
8.6,0.2,0.42,1.5,0.040999999999999995,35.0,7
6.8,0.19,0.32,7.05,0.023,54.0,8
7.6,0.19,0.38,10.6,0.06,48.0,6
6.8,0.34,0.74,2.8,0.08800000000000001,23.0,6
6.2,0.15,0.46,1.6,0.039,38.0,6
6.6,0.14,0.44,1.6,0.042,47.0,6
8.0,0.55,0.17,8.2,0.04,13.0,4
7.0,0.24,0.35,1.5,0.052000000000000005,51.0,7
6.3,0.6,0.44,11.0,0.05,50.0,4
7.1,0.2,0.41,2.1,0.054000000000000006,24.0,6
6.2,0.34,0.29,7.6,0.047,45.0,6
7.1,0.3,0.36,6.8,0.055,44.5,6
7.1,0.3,0.36,6.8,0.055,44.5,6
7.9,0.63,0.46,10.6,0.16,33.0,4
8.8,0.17,0.38,1.8,0.04,39.0,6
7.5,0.17,0.37,1.5,0.06,18.0,5
7.1,0.47,0.24,6.0,0.044000000000000004,11.0,5
7.1,0.15,0.34,5.3,0.034,33.0,7
7.5,0.17,0.34,1.4,0.035,13.0,5
8.2,0.63,0.3,2.1,0.047,17.0,4
7.7,0.275,0.3,1.0,0.039,19.0,5
7.3,0.49,0.32,5.2,0.043,18.0,4
7.5,0.33,0.48,18.8,0.048,55.0,5
7.2,0.21,0.37,1.6,0.049,23.0,7
7.3,0.15,0.4,2.0,0.05,24.0,5
6.5,0.19,0.1,1.3,0.046,23.0,5
7.0,0.31,0.52,1.7,0.028999999999999998,7.0,5
8.3,0.4,0.38,1.1,0.038,15.0,5
6.1,0.37,0.36,4.7,0.035,36.0,6
7.3,0.24,0.34,7.5,0.048,29.0,5
6.9,0.21,0.74,1.1,0.13699999999999998,52.0,6
7.6,0.29,0.42,1.3,0.035,18.0,5
9.2,0.29,0.55,2.2,0.05,17.0,4
7.0,0.31,0.52,1.7,0.028999999999999998,7.0,5
8.6,0.26,0.41,2.2,0.049,29.0,5
7.5,0.21,0.34,1.2,0.06,26.0,6
7.2,0.51,0.24,10.0,0.09300000000000001,35.0,5
7.5,0.21,0.34,1.2,0.06,26.0,6
5.3,0.3,0.2,1.1,0.077,48.0,4
8.0,0.26,0.36,2.0,0.054000000000000006,30.0,7
7.0,0.21,0.28,7.5,0.07,45.0,5
6.7,0.26,0.26,4.0,0.079,35.5,5
6.7,0.26,0.26,4.1,0.073,36.0,5
8.1,0.26,0.37,1.9,0.07200000000000001,48.0,6
8.3,0.22,0.38,14.8,0.054000000000000006,32.0,5
6.4,0.3,0.51,5.5,0.048,62.0,6
7.5,0.19,0.34,2.6,0.037000000000000005,33.0,7
8.8,0.33,0.44,6.35,0.024,9.0,7
6.9,0.2,0.36,1.5,0.031,38.0,6
8.0,0.37,0.32,1.6,0.04,32.0,7
8.3,0.22,0.38,14.8,0.054000000000000006,32.0,5
8.2,0.29,0.33,9.1,0.036000000000000004,28.0,7
7.7,0.34,0.3,8.0,0.048,25.0,5
6.2,0.55,0.45,12.0,0.049,27.0,6
6.4,0.4,0.19,3.2,0.033,28.0,7
7.5,0.28,0.33,7.7,0.048,42.0,6
7.8,0.26,0.44,1.3,0.037000000000000005,43.0,5
6.5,0.26,0.34,16.3,0.051,56.0,5
6.3,0.34,0.29,6.2,0.046,29.0,6
6.8,0.15,0.33,4.7,0.059000000000000004,31.0,7
6.3,0.27,0.25,5.8,0.038,52.0,6
6.3,0.27,0.25,5.8,0.038,52.0,6
7.4,0.2,0.37,16.95,0.048,43.0,6
6.3,0.23,0.21,5.1,0.035,29.0,7
7.3,0.31,0.69,10.2,0.040999999999999995,58.0,5
5.2,0.24,0.45,3.8,0.027000000000000003,21.0,8
7.0,0.24,0.32,1.3,0.037000000000000005,39.0,8
7.4,0.2,0.37,16.95,0.048,43.0,6
7.0,0.17,0.33,4.0,0.034,17.0,7
8.3,0.21,0.58,17.1,0.049,62.0,6
7.2,0.21,0.35,14.5,0.048,35.0,6
7.1,0.21,0.4,1.2,0.069,24.0,6
8.4,0.17,0.31,6.7,0.038,29.0,7
7.4,0.24,0.31,8.4,0.045,52.0,5
5.3,0.24,0.33,1.3,0.033,25.0,8
6.5,0.28,0.26,8.8,0.04,44.0,6
6.3,0.23,0.21,5.1,0.035,29.0,7
6.5,0.29,0.25,10.6,0.039,32.0,6
5.8,0.29,0.21,2.6,0.025,12.0,7
6.3,0.27,0.25,5.8,0.038,52.0,6
6.3,0.17,0.42,2.8,0.027999999999999997,45.0,6
6.3,0.16,0.4,1.6,0.033,59.0,5
7.9,0.29,0.39,6.7,0.036000000000000004,7.0,5
7.3,0.31,0.69,10.2,0.040999999999999995,58.0,5
5.5,0.32,0.45,4.9,0.027999999999999997,25.0,7
5.2,0.24,0.45,3.8,0.027000000000000003,21.0,8
7.2,0.37,0.15,2.0,0.028999999999999998,27.0,7
6.1,0.29,0.27,1.7,0.024,13.0,7
9.2,0.22,0.4,2.4,0.054000000000000006,18.0,4
7.2,0.37,0.15,2.0,0.028999999999999998,27.0,7
8.0,0.18,0.37,1.3,0.04,15.0,6
6.5,0.22,0.34,12.0,0.053,55.0,6
7.4,0.18,0.4,1.6,0.047,22.0,5
6.5,0.52,0.17,1.4,0.047,7.0,4
7.0,0.15,0.38,2.2,0.047,33.0,8
5.9,0.415,0.13,1.4,0.04,11.0,5
8.1,0.45,0.34,8.3,0.037000000000000005,33.0,5
5.8,0.415,0.13,1.4,0.04,11.0,5
6.4,0.5,0.16,12.9,0.042,26.0,5
6.7,0.13,0.32,12.4,0.051,34.0,6
6.0,0.4,0.3,1.6,0.047,30.0,6
6.6,0.25,0.39,1.45,0.04,40.0,7
9.2,0.36,0.45,1.6,0.042,11.0,5
9.2,0.23,0.4,1.5,0.044000000000000004,19.0,5
6.3,0.55,0.45,13.0,0.047,33.0,6
6.5,0.13,0.29,1.95,0.038,73.0,7
6.4,0.13,0.29,5.85,0.042,24.0,7
5.7,0.13,0.27,1.3,0.047,21.0,5
7.9,0.25,0.29,5.3,0.031,33.0,7
6.9,0.2,0.28,1.2,0.048,36.0,6
6.9,0.23,0.34,4.0,0.047,24.0,6
6.8,0.39,0.31,14.35,0.043,28.0,5
8.7,0.22,0.42,2.3,0.053,27.0,5
7.4,0.41,0.34,4.7,0.042,19.0,5
6.7,0.25,0.34,12.85,0.048,30.0,6
6.0,0.26,0.42,5.2,0.027000000000000003,70.0,8
6.1,0.31,0.37,8.4,0.031,70.0,8
9.2,0.28,0.46,3.2,0.057999999999999996,39.0,5
9.0,0.31,0.49,6.9,0.034,26.0,5
8.5,0.16,0.33,1.0,0.076,17.0,6
9.2,0.34,0.49,7.3,0.052000000000000005,30.0,5
9.2,0.28,0.46,3.2,0.057999999999999996,39.0,5
7.2,0.24,0.3,1.6,0.048,27.0,5
7.2,0.25,0.32,1.5,0.047,27.0,5
6.8,0.32,0.18,7.5,0.040999999999999995,71.0,5
9.1,0.27,0.32,1.1,0.031,15.0,5
8.9,0.34,0.32,1.3,0.040999999999999995,12.0,5
7.0,0.17,0.37,5.7,0.025,29.0,6
6.7,0.25,0.23,7.2,0.038,61.0,5
6.9,0.32,0.17,7.6,0.042,69.0,5
6.8,0.32,0.18,7.5,0.040999999999999995,71.0,5
6.1,0.6,0.1,1.3,0.042,24.0,4
5.3,0.395,0.1,1.3,0.035,26.0,6
7.9,0.16,0.3,4.8,0.037000000000000005,37.0,4
7.6,0.33,0.36,2.1,0.034,26.0,4
7.8,0.3,0.29,16.85,0.054000000000000006,23.0,6
7.8,0.3,0.29,16.85,0.054000000000000006,23.0,6
5.7,0.26,0.27,4.1,0.16,73.5,6
7.8,0.3,0.29,16.85,0.054000000000000006,23.0,6
7.5,0.14,0.34,1.3,0.055,50.0,6
7.8,0.3,0.29,16.85,0.054000000000000006,23.0,6
6.6,0.25,0.41,7.4,0.043,29.0,7
5.7,0.26,0.27,4.1,0.16,73.5,6
8.2,0.23,0.49,1.0,0.057,15.0,6
6.0,0.24,0.32,6.3,0.03,34.0,5
6.1,0.45,0.27,1.0,0.039,13.0,5
7.4,0.23,0.43,1.4,0.044000000000000004,22.0,6
7.2,0.2,0.38,1.0,0.037000000000000005,21.0,5
7.5,0.14,0.34,1.3,0.055,50.0,6
7.7,0.25,0.43,4.5,0.062,20.0,6
8.2,0.61,0.45,5.4,0.03,15.0,5
7.6,0.21,0.44,1.9,0.036000000000000004,10.0,6
7.4,0.22,0.33,2.0,0.045,31.0,5
7.2,0.26,0.26,12.7,0.036000000000000004,49.0,6
6.4,0.25,0.41,8.6,0.042,57.0,5
6.3,0.32,0.35,11.1,0.039,29.0,7
6.8,0.25,0.29,2.0,0.042,19.0,6
9.2,0.44,0.4,2.8,0.036000000000000004,35.0,5
7.2,0.2,0.25,4.5,0.044000000000000004,31.0,5
8.2,0.61,0.45,5.4,0.03,15.0,5
7.5,0.42,0.45,9.1,0.028999999999999998,20.0,6
7.4,0.22,0.33,2.0,0.045,31.0,5
6.4,0.26,0.3,2.2,0.025,33.0,6
7.9,0.46,0.32,4.1,0.033,40.0,7
6.5,0.41,0.64,11.8,0.065,65.0,5
7.5,0.32,0.37,1.2,0.048,22.0,5
6.6,0.21,0.38,2.2,0.026000000000000002,40.0,8
7.1,0.21,0.3,1.4,0.037000000000000005,45.0,6
7.6,0.26,0.47,1.6,0.068,7.0,5
7.6,0.21,0.44,1.9,0.036000000000000004,10.0,6
6.9,0.25,0.26,5.2,0.024,36.0,7
7.1,0.26,0.32,14.45,0.07400000000000001,29.0,6
7.3,0.22,0.4,14.75,0.042,44.5,7
6.2,0.37,0.22,8.3,0.025,36.0,6
7.9,0.22,0.45,14.2,0.038,53.0,6
6.9,0.25,0.26,5.2,0.024,36.0,7
7.3,0.22,0.4,14.75,0.042,44.5,7
7.1,0.26,0.32,14.45,0.07400000000000001,29.0,6
7.4,0.25,0.37,6.9,0.023,14.0,7
6.8,0.18,0.37,1.5,0.027000000000000003,37.0,6
7.0,0.17,0.37,1.5,0.027999999999999997,26.0,7
6.4,0.3,0.38,7.8,0.046,35.0,5
5.2,0.33,0.16,1.5,0.049,10.0,6
5.2,0.33,0.16,1.5,0.049,10.0,6
8.9,0.33,0.32,1.5,0.047,11.0,5
7.0,0.26,0.46,15.55,0.037000000000000005,61.0,6
6.4,0.3,0.38,7.8,0.046,35.0,5
6.3,0.21,0.4,1.7,0.031,48.0,6
8.0,0.23,0.46,1.5,0.03,30.0,6
9.2,0.28,0.41,1.0,0.042,14.0,6
7.3,0.27,0.39,6.7,0.064,28.0,5
7.6,0.32,0.36,1.6,0.04,32.0,6
5.2,0.33,0.16,1.5,0.049,10.0,6
9.2,0.24,0.45,1.2,0.033,11.0,6
8.0,0.28,0.42,7.1,0.045,41.0,5
8.2,0.37,0.36,1.0,0.034,17.0,8
8.0,0.61,0.38,12.1,0.16,24.0,5
7.2,0.26,0.44,7.1,0.027000000000000003,25.0,8
8.2,0.37,0.36,1.0,0.034,17.0,8
6.4,0.23,0.33,1.15,0.044000000000000004,15.5,6
5.9,0.4,0.32,6.0,0.034,50.0,7
7.6,0.28,0.39,1.2,0.038,21.0,6
8.0,0.28,0.42,7.1,0.045,41.0,5
7.2,0.23,0.39,2.3,0.033,29.0,7
6.8,0.32,0.37,3.4,0.023,19.0,6
7.2,0.23,0.39,2.3,0.033,29.0,7
6.9,0.18,0.38,6.5,0.039,20.0,5
9.2,0.26,0.53,1.2,0.047,25.0,6
8.3,0.33,0.42,1.15,0.033,18.0,4
7.3,0.29,0.3,13.0,0.043,46.0,6
7.9,0.41,0.37,4.5,0.03,40.0,7
7.9,0.44,0.37,5.85,0.033,27.0,7
7.7,0.39,0.3,5.2,0.037000000000000005,29.0,6
7.7,0.26,0.31,1.3,0.043,47.0,6
7.8,0.32,0.31,1.7,0.036000000000000004,46.0,5
6.8,0.32,0.37,3.4,0.023,19.0,6
7.3,0.24,0.39,3.6,0.024,35.0,5
7.1,0.44,0.37,2.7,0.040999999999999995,35.0,7
9.2,0.25,0.48,2.2,0.042,28.0,5
7.9,0.14,0.28,1.8,0.040999999999999995,44.0,6
7.4,0.18,0.42,2.1,0.036000000000000004,33.0,7
8.1,0.43,0.42,6.6,0.033,36.0,7
7.1,0.44,0.37,2.7,0.040999999999999995,35.0,7
6.4,0.26,0.22,5.1,0.037000000000000005,23.0,5
8.0,0.63,0.72,17.55,0.042,62.0,4
8.0,0.2,0.4,5.2,0.055,41.0,7
7.2,0.21,0.34,1.1,0.046,25.0,6
7.2,0.18,0.31,1.1,0.045,20.0,7
8.4,0.57,0.44,10.7,0.051,46.0,5
5.3,0.26,0.23,5.15,0.034,48.0,7
5.7,0.245,0.33,1.1,0.049,28.0,5
5.6,0.245,0.32,1.1,0.047,24.0,6
7.3,0.25,0.41,1.8,0.037000000000000005,52.0,7
7.0,0.16,0.73,1.0,0.138,58.0,5
6.4,0.22,0.34,1.8,0.057,29.0,6
7.3,0.18,0.65,1.4,0.046,28.0,6
6.4,0.17,0.27,6.7,0.036000000000000004,81.0,6
6.9,0.29,0.16,6.8,0.034,65.0,6
6.2,0.21,0.38,6.8,0.036000000000000004,64.0,6
6.4,0.23,0.3,7.1,0.037000000000000005,63.0,6
7.3,0.19,0.68,1.5,0.05,31.0,6
7.3,0.18,0.65,1.4,0.046,28.0,6
9.2,0.29,0.46,1.45,0.039,77.5,6
7.2,0.14,0.35,1.2,0.036000000000000004,15.0,5
6.9,0.31,0.34,7.4,0.059000000000000004,36.0,7
7.5,0.28,0.34,4.2,0.027999999999999997,36.0,8
8.0,0.22,0.42,14.6,0.044000000000000004,45.0,7
7.6,0.31,0.29,10.5,0.04,21.0,5
8.4,0.35,0.56,13.8,0.048,55.0,6
8.0,0.22,0.42,14.6,0.044000000000000004,45.0,7
8.1,0.5,0.47,1.1,0.037000000000000005,23.0,5
7.0,0.39,0.31,5.3,0.16,32.0,5
8.1,0.5,0.47,1.1,0.037000000000000005,23.0,5
8.4,0.35,0.56,13.8,0.048,55.0,6
6.2,0.22,0.27,1.5,0.064,20.0,6
8.0,0.22,0.42,14.6,0.044000000000000004,45.0,7
7.6,0.31,0.29,10.5,0.04,21.0,5
7.0,0.24,0.36,4.9,0.083,10.0,6
6.6,0.27,0.3,1.9,0.025,14.0,6
7.8,0.16,0.41,1.7,0.026000000000000002,29.0,6
7.7,0.27,0.34,1.8,0.027999999999999997,26.0,7
7.4,0.31,0.74,10.7,0.039,51.0,5
8.0,0.45,0.36,8.8,0.026000000000000002,50.0,8
7.7,0.27,0.34,1.8,0.027999999999999997,26.0,7
7.8,0.16,0.41,1.7,0.026000000000000002,29.0,6
6.6,0.16,0.29,1.8,0.05,40.0,7
8.3,0.21,0.4,1.6,0.032,35.0,7
7.2,0.32,0.33,1.4,0.028999999999999998,29.0,7
6.6,0.16,0.3,1.6,0.034,15.0,6
8.4,0.16,0.33,1.5,0.033,16.0,6
7.5,0.23,0.32,9.2,0.038,54.0,6
6.2,0.17,0.3,1.1,0.037000000000000005,14.0,6
6.9,0.39,0.22,4.3,0.03,10.0,4
6.9,0.41,0.22,4.2,0.031,10.0,4
7.5,0.23,0.32,9.2,0.038,54.0,6
7.5,0.38,0.33,5.0,0.045,30.0,6
7.3,0.42,0.38,6.8,0.045,29.0,7
7.3,0.34,0.39,5.2,0.04,45.0,6
7.8,0.23,0.28,4.75,0.042,45.0,5
9.0,0.245,0.38,5.9,0.045,52.0,6
6.9,0.2,0.4,7.7,0.032,51.0,5
7.4,0.19,0.42,6.4,0.067,39.0,6
8.2,0.2,0.36,8.1,0.035,60.0,6
8.0,0.59,0.71,17.35,0.038,61.0,5
7.9,0.14,0.45,1.8,0.05,17.0,7
6.8,0.24,0.4,1.8,0.047,34.0,8
9.2,0.14,0.59,1.5,0.049,23.0,5
9.2,0.15,0.68,1.6,0.046,22.0,6
9.2,0.17,0.55,1.6,0.049,14.0,6
5.2,0.365,0.1,13.5,0.040999999999999995,37.0,6
6.3,0.23,0.22,3.75,0.039,37.0,6
9.2,0.25,0.54,1.3,0.04,16.0,5
9.2,0.32,0.42,1.3,0.046,14.0,5
6.4,0.31,0.4,6.2,0.04,46.0,6
8.1,0.2,0.36,9.7,0.044000000000000004,63.0,6
7.9,0.255,0.26,2.0,0.026000000000000002,40.0,6
7.0,0.15,0.34,1.4,0.039,21.0,5
6.4,0.15,0.31,1.1,0.044000000000000004,25.0,6
6.4,0.25,0.53,6.6,0.038,59.0,5
7.6,0.19,0.42,1.5,0.044000000000000004,7.0,6
7.3,0.43,0.37,4.6,0.027999999999999997,17.0,6
5.2,0.31,0.3,1.0,0.037000000000000005,28.0,6
6.2,0.2,0.26,1.7,0.09300000000000001,40.0,5
6.9,0.16,0.35,1.3,0.043,21.0,6
7.7,0.32,0.48,2.3,0.04,28.0,7
6.5,0.22,0.72,6.8,0.042,33.0,6
6.8,0.26,0.33,1.5,0.047,44.0,6
5.2,0.37,0.33,1.2,0.027999999999999997,13.0,6
8.4,0.19,0.43,2.1,0.052000000000000005,20.0,5
8.3,0.21,0.41,2.2,0.05,24.0,5
6.8,0.15,0.32,8.8,0.057999999999999996,24.0,6
7.9,0.16,0.64,17.0,0.05,69.0,7
7.8,0.21,0.39,1.8,0.034,62.0,8
9.0,0.24,0.5,1.2,0.048,26.0,6
5.7,0.21,0.24,2.3,0.047,60.0,6
7.8,0.29,0.36,7.0,0.042,38.0,8
6.7,0.18,0.3,6.4,0.048,40.0,5
6.7,0.18,0.3,6.4,0.048,40.0,5
8.4,0.58,0.27,12.15,0.033,37.0,6
7.2,0.16,0.32,1.0,0.04,50.0,6
7.6,0.54,0.23,2.0,0.028999999999999998,13.0,5
8.4,0.58,0.27,12.15,0.033,37.0,6
6.6,0.25,0.31,12.4,0.059000000000000004,52.0,6
7.3,0.23,0.37,1.9,0.040999999999999995,51.0,8
7.3,0.39,0.37,1.1,0.043,36.0,8
7.0,0.46,0.39,6.2,0.039,46.0,7
8.2,0.35,0.4,6.3,0.039,35.0,7
7.8,0.29,0.36,7.0,0.042,38.0,8
9.2,0.35,0.39,1.0,0.042,15.0,4
8.0,0.57,0.39,3.9,0.034,22.0,7
6.5,0.37,0.33,3.9,0.027000000000000003,40.0,7
5.7,0.21,0.24,2.3,0.047,60.0,6
6.7,0.18,0.3,6.4,0.048,40.0,5
7.8,0.13,0.3,1.8,0.04,43.0,5
7.6,0.19,0.41,1.1,0.04,38.0,5
7.3,0.22,0.41,15.4,0.05,55.0,6
6.3,0.29,0.4,6.5,0.039,43.0,6
6.8,0.35,0.32,2.4,0.048,35.0,8
6.5,0.19,0.32,1.4,0.04,31.0,7
6.2,0.13,0.26,5.7,0.044000000000000004,56.0,6
6.0,0.13,0.28,5.7,0.038,56.0,7
6.4,0.25,0.33,1.4,0.04,42.0,7
6.9,0.32,0.16,1.4,0.051,15.0,4
7.6,0.19,0.41,1.1,0.04,38.0,5
6.7,0.13,0.28,1.2,0.046,35.0,7
7.0,0.14,0.41,1.0,0.037000000000000005,22.0,6
7.6,0.27,0.24,3.8,0.057999999999999996,19.0,5
7.3,0.22,0.41,15.4,0.05,55.0,6
7.4,0.63,0.47,14.15,0.16,42.0,5
7.6,0.28,0.39,1.9,0.052000000000000005,23.0,6
8.3,0.26,0.41,9.2,0.042,41.0,7
9.2,0.22,0.56,8.2,0.044000000000000004,37.0,6
9.2,0.22,0.56,8.2,0.044000000000000004,37.0,6
6.9,0.23,0.34,2.7,0.032,24.0,7
6.2,0.3,0.32,1.7,0.032,30.0,7
6.9,0.27,0.41,1.7,0.047,7.0,6
6.9,0.28,0.41,1.7,0.05,10.0,6
6.9,0.28,0.3,1.6,0.047,46.0,7
6.9,0.46,0.2,1.0,0.054000000000000006,7.0,6
6.9,0.38,0.32,8.5,0.044000000000000004,36.0,7
5.7,0.43,0.3,5.7,0.039,24.0,7
6.6,0.56,0.16,3.1,0.045,28.0,6
7.1,0.36,0.56,1.3,0.046,25.0,6
6.8,0.23,0.4,1.6,0.047,7.0,6
6.2,0.33,0.29,1.3,0.042,26.0,5
5.6,0.49,0.13,4.5,0.039,17.0,7
6.6,0.42,0.33,2.8,0.034,15.0,6
7.3,0.18,0.29,1.2,0.044000000000000004,12.0,7
8.1,0.19,0.4,1.0,0.037000000000000005,73.0,6
5.9,0.19,0.26,7.4,0.034,33.0,6
6.2,0.16,0.47,1.4,0.028999999999999998,23.0,6
6.6,0.42,0.33,2.8,0.034,15.0,6
5.7,0.135,0.3,4.6,0.042,19.0,6
5.6,0.49,0.13,4.5,0.039,17.0,7
6.9,0.19,0.33,1.6,0.039,27.0,7
7.3,0.18,0.29,1.2,0.044000000000000004,12.0,7
7.3,0.25,0.36,13.1,0.05,35.0,7
7.3,0.25,0.36,13.1,0.05,35.0,7
7.0,0.2,0.34,5.7,0.035,32.0,6
7.3,0.25,0.36,13.1,0.05,35.0,7
6.3,0.63,0.48,12.6,0.052000000000000005,57.0,6
7.4,0.4,0.29,5.4,0.044000000000000004,31.0,8
7.1,0.26,0.31,2.2,0.044000000000000004,29.0,8
9.0,0.31,0.48,6.6,0.043,11.0,5
6.3,0.39,0.24,6.9,0.069,9.0,4
8.2,0.22,0.36,6.8,0.034,12.0,8
7.1,0.19,0.28,3.6,0.033,16.0,6
7.3,0.25,0.36,13.1,0.05,35.0,7
7.9,0.2,0.34,1.2,0.04,29.0,6
7.1,0.26,0.32,5.9,0.037000000000000005,39.0,6
7.0,0.2,0.34,5.7,0.035,32.0,6
6.9,0.3,0.33,4.1,0.035,26.0,8
8.1,0.29,0.49,7.1,0.042,22.0,6
5.8,0.17,0.3,1.4,0.037000000000000005,55.0,6
5.9,0.415,0.1,1.0,0.038,22.0,5
6.6,0.23,0.26,1.3,0.045,16.0,6
8.6,0.55,0.35,15.55,0.057,35.5,4
6.9,0.35,0.74,1.0,0.044000000000000004,18.0,5
7.6,0.14,0.74,1.6,0.04,27.0,7
9.2,0.28,0.49,11.8,0.042,29.0,4
6.2,0.18,0.49,4.5,0.047,17.0,6
5.3,0.165,0.24,1.1,0.051,25.0,5
9.2,0.25,0.74,10.0,0.055999999999999994,36.0,4
8.1,0.29,0.49,7.1,0.042,22.0,6
6.8,0.22,0.49,1.0,0.052000000000000005,26.0,6
7.2,0.22,0.49,1.0,0.045,34.0,6
7.4,0.25,0.49,1.1,0.042,35.0,5
8.2,0.18,0.49,1.1,0.033,28.0,7
6.1,0.22,0.49,1.5,0.051,18.0,5
7.0,0.39,0.24,1.0,0.048,8.0,4
6.1,0.22,0.49,1.5,0.051,18.0,5
6.5,0.36,0.49,2.9,0.03,16.0,7
7.1,0.29,0.49,1.2,0.031,32.0,6
7.4,0.25,0.49,1.1,0.042,35.0,5
6.9,0.23,0.24,14.2,0.053,19.0,5
8.5,0.56,0.74,17.85,0.051,51.0,5
8.2,0.18,0.49,1.1,0.033,28.0,7
6.3,0.23,0.49,7.1,0.05,67.0,5
6.1,0.25,0.49,7.6,0.052000000000000005,67.0,5
7.2,0.26,0.74,13.6,0.05,56.0,5
7.2,0.31,0.24,1.4,0.057,17.0,5
8.0,0.25,0.49,1.2,0.061,27.0,5
7.0,0.18,0.49,5.3,0.04,34.0,6
7.8,0.43,0.49,13.0,0.033,37.0,6
8.3,0.2,0.74,4.45,0.044000000000000004,33.0,6
6.3,0.27,0.49,1.2,0.063,35.0,6
7.4,0.16,0.49,1.2,0.055,18.0,6
7.4,0.16,0.49,1.2,0.055,18.0,6
6.9,0.19,0.49,6.6,0.036000000000000004,49.0,6
7.8,0.43,0.49,13.0,0.033,37.0,6
7.2,0.4,0.49,1.1,0.048,11.0,5
7.8,0.43,0.49,13.0,0.033,37.0,6
7.6,0.52,0.49,14.0,0.034,37.0,7
8.3,0.21,0.49,18.8,0.054000000000000006,50.0,5
6.9,0.34,0.74,11.2,0.069,44.0,5
6.3,0.27,0.49,1.2,0.063,35.0,6
8.3,0.2,0.74,4.45,0.044000000000000004,33.0,6
7.1,0.22,0.74,2.7,0.044000000000000004,42.0,6
7.9,0.13,0.49,4.5,0.048,27.0,6
8.5,0.17,0.74,3.6,0.05,29.0,6
6.4,0.145,0.49,5.4,0.048,54.0,6
7.4,0.16,0.49,1.2,0.055,18.0,6
8.3,0.19,0.49,1.2,0.051,11.0,6
8.0,0.44,0.49,9.1,0.031,46.0,8
7.0,0.2,0.74,1.0,0.044000000000000004,19.0,5
6.9,0.19,0.49,6.6,0.036000000000000004,49.0,6
7.1,0.25,0.49,3.0,0.03,30.0,7
6.5,0.24,0.24,1.6,0.046,15.0,5
7.2,0.4,0.49,1.1,0.048,11.0,5
7.6,0.52,0.49,14.0,0.034,37.0,7
7.8,0.43,0.49,13.0,0.033,37.0,6
7.8,0.21,0.49,1.35,0.052000000000000005,7.0,5
7.0,0.2,0.49,5.9,0.038,39.0,6
6.9,0.25,0.24,3.6,0.057,13.0,4
7.2,0.13,0.49,1.3,0.05,18.0,6
7.1,0.63,0.49,8.7,0.027999999999999997,40.0,5
7.6,0.51,0.24,1.2,0.04,10.0,6
7.9,0.22,0.24,4.6,0.044000000000000004,39.0,6
7.7,0.16,0.49,2.0,0.055999999999999994,20.0,6
7.2,0.13,0.49,1.3,0.05,18.0,6
6.6,0.25,0.24,1.7,0.048,26.0,6
6.7,0.16,0.49,2.4,0.046,57.0,6
6.9,0.25,0.24,3.6,0.057,13.0,4
7.5,0.32,0.24,4.6,0.053,8.0,4
7.4,0.28,0.49,1.5,0.034,20.0,6
6.2,0.15,0.49,1.0,0.033,17.0,6
6.7,0.25,0.74,18.8,0.054000000000000006,44.0,6
6.5,0.26,0.74,13.3,0.044000000000000004,68.0,6
7.9,0.16,0.74,17.85,0.037000000000000005,52.0,5
5.6,0.185,0.49,1.1,0.03,28.0,6
7.5,0.2,0.49,1.3,0.031,8.0,5
8.0,0.3,0.49,9.4,0.046,47.0,5
8.0,0.34,0.49,9.0,0.033,39.0,8
7.7,0.35,0.49,8.65,0.033,42.0,8
7.6,0.29,0.49,9.6,0.03,45.0,7
6.7,0.62,0.24,1.1,0.039,7.0,5
6.8,0.27,0.49,1.2,0.044000000000000004,35.0,7
7.7,0.27,0.49,1.8,0.040999999999999995,23.0,6
6.7,0.51,0.24,2.1,0.043,14.0,6
7.4,0.19,0.49,9.3,0.03,26.0,7
8.3,0.2,0.49,1.7,0.04,34.0,5
6.6,0.3,0.24,1.2,0.034,17.0,5
6.8,0.36,0.24,4.6,0.039,24.0,7
7.0,0.17,0.74,12.8,0.045,24.0,8
9.2,0.18,0.49,1.5,0.040999999999999995,39.0,7
8.1,0.2,0.49,8.1,0.051,51.0,6
7.8,0.26,0.74,7.5,0.044000000000000004,59.0,6
6.8,0.21,0.49,14.5,0.06,50.0,6
7.9,0.2,0.49,1.6,0.053,15.0,5
8.0,0.18,0.49,1.8,0.061,10.0,5
8.8,0.23,0.74,3.2,0.042,15.0,6
7.3,0.22,0.49,9.4,0.034,29.0,7
7.3,0.22,0.49,9.9,0.031,48.0,6
7.4,0.19,0.49,9.3,0.03,26.0,7
7.3,0.155,0.49,1.3,0.039,34.0,6
8.2,0.22,0.49,9.6,0.037000000000000005,53.0,6
8.2,0.24,0.49,9.3,0.038,52.0,6
8.4,0.23,0.49,7.8,0.035,22.0,6
8.3,0.2,0.49,1.7,0.04,34.0,5
8.3,0.2,0.49,1.7,0.038,38.0,6
6.6,0.3,0.24,1.2,0.034,17.0,5
6.9,0.21,0.49,1.4,0.040999999999999995,15.0,5
8.0,0.25,0.49,9.0,0.044000000000000004,31.0,6
6.6,0.21,0.49,18.15,0.042,41.0,6
